food_name,Calories,protein_g,fat_g,carbs_g
Cereal (Kashi 7 Whole Grain Puffs),387.09999999999997,13.0,2.3,78.6
Cereal (Kashi Autumn Wheat),376.6,12.0,1.4,79.0
Cereal (Kashi GOLEAN),388.12,24.89,2.2,67.19
Cereal (Kashi GOLEAN Crunch),405.50000000000006,16.7,5.9,71.4
Cereal (Kashi GOLEAN Crunch Honey Almond Flax),423.86,16.79,9.9,66.9
Cereal (Kashi Heart to Heart Honey Toasted Oat),405.32,11.39,5.0,78.69
Cereal (General Mills Kix),393.17999999999995,7.69,3.46,82.82
Cereal (General Mills Honey Kix),392.70000000000005,6.4,3.9,83.0
Cereal (Kellogg's Krave),415.81,6.19,6.97,82.08
Cereal (Quaker Life),390.75,9.98,4.43,77.74
Cereal (General Mills Lucky Charms),399.42,7.67,5.02,80.89
"Cereal, frosted oat cereal with marshmallows",397.16999999999996,7.1,3.33,84.7
Cereal (Malt-O-Meal Blueberry Muffin Tops),381.06,9.09,1.94,81.81
Cereal (Malt-O-Meal Cinnamon Toasters),435.14,3.32,12.06,78.33
Cereal (Malt-O-Meal Coco-Roos),402.13,3.41,4.61,86.75
Cereal (Malt-O-Meal Colossal Crunch),388.44,3.64,5.28,81.59
Cereal (Malt-O-Meal Cocoa Dyno-Bites),399.19000000000005,4.15,3.43,87.93
Cereal (Malt-O-Meal Corn Bursts),378.78999999999996,3.32,0.35,90.59
Cereal (Malt-O-Meal Frosted Flakes),385.63,4.25,0.87,90.2
Cereal (Malt-O-Meal Fruity Dyno-Bites),404.35,3.9,3.15,90.1
Cereal (Malt-O-Meal Honey Graham Squares),390.4,5.3,3.2,85.1
Cereal (Malt-O-Meal Honey Nut Toasty O's),399.15999999999997,8.85,5.0,79.69
Cereal (Malt-O-Meal Marshmallow Mateys),390.60999999999996,6.94,3.53,82.77
Cereal (Malt-O-Meal Golden Puffs),396.6,5.7,2.2,88.5
Cereal (Malt-O-Meal Toasted Oat Cereal),401.8,12.4,6.6,73.2
Cereal (Malt-O-Meal Tootie Fruities),391.32,4.69,3.2,85.94
"Cereal, muesli",382.6,8.6,5.4,74.9
Cereal (General Mills Cheerios Multigrain),395.61,8.3,4.09,81.4
Cereal (Nature Valley Granola),437.98,9.96,11.46,73.75
Cereal (General Mills Cheerios Oat Cluster Crunch),398.2,8.5,4.6,80.7
Cereal (General Mills Cheerios Protein),399.71,12.39,5.07,76.13
Cereal (General Mills Oatmeal Crisp with Almonds),412.13,9.89,6.69,78.09
Cereal (Quaker Honey Graham Oh's),418.95000000000005,3.92,7.63,83.65
"Cereal (Quaker Granola with Oats, Honey, and Raisins)",437.98,9.96,11.46,73.75
Cereal (Nature's Path Organic Flax Plus),397.85999999999996,11.91,5.46,75.27
Cereal (Barbara's Puffins),398.94,7.41,3.7,84.0
Cereal (Quaker Toasted Oat Bran),395.11,12.38,5.11,74.9
Cereal (Quaker Oatmeal Squares),400.06999999999994,11.38,4.83,77.77
"Cereal, raisin bran",364.70000000000005,7.62,1.74,79.64
Cereal (Kellogg's Raisin Bran),364.52000000000004,7.72,2.72,77.29
Cereal (Kellogg's Raisin Bran Crunch),382.07000000000005,6.59,1.79,84.9
Cereal (Post Raisin Bran),360.4,7.6,1.6,78.9
Cereal (General Mills Raisin Nut Bran),400.46,8.19,5.3,80.0
Cereal (General Mills Reese's Puffs),429.49999999999994,6.8,11.1,75.6
Cereal (General Mills Chex Rice),382.97,6.4,1.89,85.09
"Cereal, rice flakes",382.97999999999996,6.69,1.26,86.22
Cereal (Kellogg's Rice Krispies),385.65,6.75,2.05,85.05
Cereal (Kellogg's Rice Krispies Treats Cereal),397.27,4.3,4.19,85.59
"Cereal, puffed rice",387.26000000000005,7.01,0.9,87.78
Cereal (Kellogg's Smart Start Strong),390.7,7.5,1.5,86.8
Cereal (Kellogg's Smorz),393.66,3.34,3.5,87.2
Cereal (Kellogg's Special K),380.87,17.79,1.79,73.4
Cereal (Kellogg's Special K Blueberry),386.3,6.9,1.5,86.3
Cereal (Kellogg's Special K Chocolatey Delight),416.5,6.5,7.3,81.2
Cereal (Kellogg's Special K Red Berries),385.17,6.3,1.29,87.09
Cereal (Kellogg's Special K Fruit & Yogurt),395.7,7.1,2.9,85.3
Cereal (Kellogg's Special K Vanilla Almond),399.2,7.8,4.0,83.0
Cereal (Kellogg's Special K Cinnamon Pecan),408.8,7.5,6.0,81.2
Cereal (Kellogg's Corn Pops),389.7,4.8,1.3,89.7
"Cereal, frosted corn flakes",385.63,4.25,0.87,90.2
Cereal (Kellogg's Frosted Flakes),387.76,3.96,1.68,89.2
Cereal (Post Golden Crisp),397.7,5.5,1.7,90.1
"Cereal, toasted oat",394.91999999999996,10.71,5.36,75.96
Cereal (General Mills Trix),398.47,4.9,3.79,86.19
Cereal (Uncle Sam),431.44,15.98,11.6,65.78
Cereal (General Mills Chex Wheat),384.2,9.8,1.8,82.2
"Wheat germ, plain",411.1,29.1,10.7,49.6
"Cereal, puffed wheat, plain",389.95000000000005,16.26,2.15,76.39
"Cereal, puffed wheat, sweetened",396.6,5.7,2.2,88.5
Cereal (Post Shredded Wheat),385.58000000000004,11.58,2.06,80.18
Cereal (General Mills Wheaties),387.09999999999997,8.3,2.3,83.3
"Wheat bran, unprocessed",358.49,15.55,4.25,64.51
"Oats, raw",382.08000000000004,13.15,6.52,67.7
"Oat bran, uncooked",397.34999999999997,17.3,7.03,66.22
"Barley cereal, baby food, dry, instant",389.8,13.2,6.6,69.4
"Mixed cereal, baby food, dry, instant",399.41999999999996,6.66,6.66,78.21
"Oatmeal cereal, baby food, dry, instant",395.12,10.99,6.36,73.48
"Rice cereal, baby food, dry, instant",378.87,6.65,2.19,83.14
"Rice cereal with apples, baby food, dry, instant",395.96000000000004,6.7,2.4,86.89
"Rice cereal with mixed fruits, baby food, dry, instant",388.5,6.6,0.9,88.5
"Rice cereal with bananas, baby food, dry, instant",392.20000000000005,8.7,4.2,79.9
"Brown rice cereal, baby food, dry, instant",405.72,8.7,3.0,85.98
"Mixed cereal with bananas, baby food, dry, instant",392.59999999999997,10.7,4.6,77.1
"Multigrain, whole grain cereal, baby food, dry, instant",406.95000000000005,6.67,6.67,80.06
"Oatmeal cereal with bananas, baby food, dry, instant",398.99,6.67,6.67,78.07
"Oatmeal cereal with fruit, baby food, dry, instant, toddler",401.84999999999997,10.5,7.05,74.1
"Whole wheat cereal with apples, baby food, dry, instant",402.4,6.6,4.8,83.2
"Cereal, baby food, jarred, NFS",74.85000000000001,0.89,0.89,15.82
"Rice cereal, baby food, jarred, NFS",76.8,1.2,0.4,17.1
"Mixed cereal with applesauce and bananas, baby food, jarred",81.75,0.71,0.51,18.58
"Oatmeal with applesauce and bananas, baby food, jarred",74.85000000000001,0.89,0.89,15.82
"Rice cereal with applesauce and bananas, baby food, jarred",76.8,1.2,0.4,17.1
"Rice cereal with mixed fruit, baby food, jarred",76.8,1.2,0.4,17.1
"Gerber Graduates Finger Snacks Cereal, baby food",421.4200000000001,6.4,9.9,76.68
"Burrito, taco, or quesadilla with egg",231.35999999999999,10.52,12.52,19.15
"Burrito, taco, or quesadilla with egg and potato",239.0,9.26,13.24,20.7
"Burrito, taco, or quesadilla with egg and breakfast meat",244.03,11.6,14.51,16.76
"Burrito, taco, or quesadilla with egg and breakfast meat, from fast food",276.95000000000005,11.1,15.63,22.97
"Burrito, taco, or quesadilla with egg, potato, and breakfast meat",248.98999999999998,10.33,14.87,18.46
"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food",241.01999999999998,11.15,13.94,17.74
"Burrito, taco, or quesadilla with egg, beans, and breakfast meat",216.7,10.41,12.26,16.18
Burrito with meat,240.2,13.02,14.48,14.45
Burrito with meat and beans,215.68,11.06,11.56,16.85
"Burrito with meat and beans, from fast food",182.8,7.03,6.8,23.37
Burrito with meat and sour cream,234.86,11.51,15.18,13.05
"Burrito with meat, beans, and sour cream",213.84,9.86,12.64,15.16
"Burrito with meat, beans, and sour cream, from fast food",212.10000000000002,8.56,7.86,26.78
"Burrito with meat, beans, and rice",209.78,10.5,10.82,17.6
"Burrito with meat, beans, rice, and sour cream",208.77,9.45,11.93,15.9
Burrito with chicken,242.10000000000002,16.89,12.02,16.59
Burrito with chicken and beans,214.43,12.59,10.23,18.0
Burrito with chicken and sour cream,235.47000000000003,14.5,13.23,14.6
"Burrito with chicken, beans, and sour cream",212.67000000000002,11.08,11.59,16.01
"Burrito with chicken, beans, and rice",208.07999999999998,11.88,9.52,18.72
"Burrito with chicken, beans, rice, and sour cream",207.38,10.57,10.9,16.75
"Burrito with beans and rice, meatless",188.52999999999997,8.8,8.29,19.68
"Burrito with beans, meatless",192.75,9.22,8.83,19.1
"Burrito with beans, meatless, from fast food",208.76999999999998,7.35,6.05,31.23
"Burrito with beans, rice, and sour cream, meatless",190.20999999999998,7.99,9.69,17.76
"Chilaquiles, tortilla casserole with salsa, cheese, and egg",287.81,8.63,17.41,24.15
"Chilaquiles, tortilla casserole with salsa and cheese, no egg",299.80999999999995,7.71,17.29,28.34
"Enchilada, no sauce",144.12,9.15,7.24,10.59
"Enchilada with meat and beans, red-chile or enchilada sauce",127.70000000000002,6.57,5.86,12.17
"Enchilada with meat and beans, green-chile or enchilada sauce",150.44,6.93,7.56,13.67
"Enchilada with meat, red-chile or enchilada sauce",144.12,9.15,7.24,10.59
"Enchilada with meat, green-chile or enchilada sauce",169.98000000000002,9.73,9.18,12.11
"Enchilada with chicken and beans, red-chile or enchilada sauce",120.77,6.22,5.25,12.16
"Enchilada with chicken and beans, green-chile or enchilada sauce",142.98,6.56,6.9,13.66
"Enchilada with chicken, red-chile or enchilada sauce",129.11,8.4,5.91,10.58
"Enchilada with chicken, green-chile or enchilada sauce",153.82999999999998,8.93,7.75,12.09
"Enchilada with beans, meatless, red-chile or enchilada sauce",113.6,4.34,4.68,13.53
"Enchilada with beans, green-chile or enchilada sauce",133.69,4.54,6.17,15.0
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",165.57000000000002,7.27,10.21,11.15
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",193.88,7.73,12.44,12.75
Taco or tostada with meat,248.58,10.47,14.42,19.23
"Taco or tostada with meat, from fast food",229.14,8.86,12.7,19.85
Taco or tostada with meat and sour cream,245.42000000000002,9.42,15.38,17.33
Soft taco with meat,221.57,10.69,10.81,20.38
"Soft taco with meat, from fast food",205.67000000000002,9.25,9.75,20.23
Soft taco with meat and sour cream,221.98,9.73,12.1,18.54
"Soft taco with meat and sour cream, from fast food",199.55,8.73,9.83,19.04
Soft taco with chicken,222.25,12.52,9.69,21.24
"Soft taco with chicken, from fast food",189.11,13.3,6.35,19.69
Soft taco with chicken and sour cream,219.36,11.03,11.12,18.79
Taco or tostada with chicken,257.66,12.75,13.9,20.39
Taco or tostada with chicken and sour cream,248.34,11.01,14.82,17.73
Taco or tostada with fish,230.27999999999997,10.09,12.04,20.39
Soft taco with fish,198.95999999999998,10.24,8.12,21.23
Soft taco with beans,156.56,6.29,5.12,21.33
Soft taco with beans and sour cream,161.48,5.88,6.64,19.55
Soft taco with meat and beans,185.71999999999997,8.25,7.64,20.99
Soft taco with chicken and beans,183.26,8.82,6.98,21.29
"Soft taco with meat, beans, and sour cream",188.76,7.6,9.08,19.16
"Soft taco with chicken, beans, and sour cream",185.63,8.03,8.51,19.23
Taco or tostada with beans,172.36,5.74,7.36,20.79
Taco or tostada with beans and sour cream,175.96999999999997,5.36,8.77,18.9
Taco or tostada with meat and beans,206.22000000000003,7.82,10.46,20.2
"Taco or tostada with meat and beans, from fast food",216.73000000000002,8.51,11.73,19.28
Taco or tostada with chicken and beans,206.11,8.51,9.95,20.63
"Taco or tostada with meat, beans, and sour cream",207.01999999999998,7.16,11.7,18.27
"Taco or tostada with chicken, beans, and sour cream",205.61,7.67,11.25,18.42
Ground beef with tomato sauce and taco seasonings on a cornbread crust,193.32,9.57,8.12,20.49
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",236.99,13.3,12.67,17.44
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",270.79,14.64,17.11,14.56
Taco or tostada salad with meat,179.62,7.49,9.34,16.4
Taco or tostada salad with chicken,168.64,7.86,8.04,16.21
"Taco or tostada salad, meatless",164.41,5.31,7.37,19.21
Taco or tostada salad with meat and sour cream,182.47,6.86,10.59,14.93
Taco or tostada salad with chicken and sour cream,172.83999999999997,7.19,9.44,14.78
"Taco or tostada salad, meatless with sour cream",169.29000000000002,4.95,8.89,17.37
Tamale with meat,216.93,8.63,13.69,14.8
Tamale with chicken,216.93,8.63,13.69,14.8
"Tamale, meatless, with sauce, Puerto Rican or Caribbean style",443.13,1.5,44.37,9.45
"Tamale, plain, meatless, no sauce, Mexican style",185.53,3.48,7.21,26.68
Tamale casserole with meat,158.93,6.33,7.97,15.47
Nachos with cheese and sour cream,228.72,8.43,12.0,21.75
Nachos with cheese,350.41999999999996,4.32,21.5,34.91
Nachos with meat and cheese,237.87,13.52,12.51,17.8
Nachos with chicken and cheese,213.32999999999998,14.17,9.69,17.36
Nachos with chili,260.46000000000004,10.14,14.22,22.98
"Nachos with meat, cheese, and sour cream",214.99,5.96,12.31,20.09
"Nachos with chicken, cheese, and sour cream",212.28,13.11,10.56,16.2
"Gordita, sope, or chalupa with beans",187.9,6.03,7.7,23.62
"Gordita, sope, or chalupa with beans and sour cream",189.25,5.7,8.77,21.88
"Gordita, sope, or chalupa with meat and sour cream",249.72,9.0,14.0,21.93
"Gordita, sope, or chalupa with meat",252.45999999999998,9.71,13.14,23.84
"Gordita, sope, or chalupa with chicken and sour cream",245.0,9.83,13.08,21.99
"Gordita, sope, or chalupa with chicken",250.78000000000003,10.84,12.22,24.36
Chimichanga with meat,245.87,8.82,11.55,26.66
"Chimichanga, meatless",200.97,6.58,8.33,24.92
Chimichanga with chicken,256.12,9.74,11.56,28.28
Chimichanga with meat and sour cream,282.43,8.95,15.35,27.12
"Chimichanga, meatless, with sour cream",201.07999999999998,6.19,9.36,23.02
Chimichanga with chicken and sour cream,252.57,8.98,12.61,25.79
"Quesadilla, just cheese, meatless",343.06,12.74,18.02,32.48
"Quesadilla, just cheese, from fast food",345.63,13.4,19.23,29.74
Quesadilla with meat,325.41999999999996,14.49,16.82,29.02
Quesadilla with chicken,323.89,14.24,16.77,29.0
"Quesadilla with chicken, from fast food",293.61,15.05,15.25,24.04
Quesadilla with vegetables,306.98,11.42,15.98,29.37
Quesadilla with vegetables and meat,315.99,12.94,16.39,29.18
Quesadilla with vegetables and chicken,315.20000000000005,12.82,16.36,29.17
Taquito or flauta with cheese,276.77,10.52,11.37,33.09
Taquito or flauta with meat,286.54999999999995,9.4,12.79,33.46
Taquito or flauta with meat and cheese,286.54999999999995,9.4,12.79,33.46
Taquito or flauta with chicken,284.22,9.21,12.54,33.63
Taquito or flauta with chicken and cheese,284.22,9.21,12.54,33.63
Taquito or flauta with egg,265.45,10.61,12.77,27.02
Taquito or flauta with egg and breakfast meat,276.17,11.9,14.01,25.62
Fajita with chicken and vegetables,162.67000000000002,9.67,7.23,14.73
Fajita with meat and vegetables,164.17000000000002,10.36,7.09,14.73
Fajita with vegetables,163.51000000000002,5.44,8.71,15.84
"Pupusa, cheese-filled",255.69,11.72,13.25,22.39
"Pupusa, bean-filled",170.34,5.55,3.82,28.44
"Pupusa, meat-filled",231.99,11.51,10.43,23.02
"Pizza, cheese, from frozen, thin crust",262.47,11.91,11.07,28.8
"Pizza, cheese, from frozen, thick crust",260.14,12.37,8.78,32.91
"Pizza, cheese, from restaurant or fast food, NS as to type of crust",266.09,11.39,9.69,33.33
"Pizza, cheese, from restaurant or fast food, thin crust",301.75,12.85,13.95,31.2
"Pizza, cheese, from restaurant or fast food, medium crust",266.09,11.39,9.69,33.33
"Pizza, cheese, from restaurant or fast food, thick crust",270.78,10.81,10.54,33.17
"Pizza, cheese, stuffed crust",273.59000000000003,12.23,11.63,30.0
"Pizza, cheese, from school lunch, medium crust",250.79,13.67,8.59,29.7
"Pizza, cheese, from school lunch, thin crust",247.31,12.72,7.91,31.31
"Pizza, cheese, from school lunch, thick crust",254.22999999999996,14.62,9.27,28.08
"Pizza, extra cheese, thin crust",301.42999999999995,13.46,14.31,29.7
"Pizza, extra cheese, thick crust",271.96,11.41,11.0,31.83
"Pizza, cheese, with vegetables, from frozen, thin crust",240.29000000000002,9.24,10.81,26.51
"Pizza, cheese with vegetables, from frozen, thick crust",245.78000000000003,11.64,8.22,31.31
"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",265.23,11.22,12.03,28.02
"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",242.29000000000002,10.31,8.69,30.71
"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",245.19,9.74,9.39,30.43
"Pizza with cheese and extra vegetables, thin crust",234.14999999999998,9.63,10.87,24.45
"Pizza with cheese and extra vegetables, medium crust",221.43,9.21,8.23,27.63
"Pizza with cheese and extra vegetables, thick crust",240.78,9.46,9.46,29.45
"Pizza, cheese, with fruit, thin crust",259.28000000000003,10.73,11.56,28.08
"Pizza, cheese, with fruit, medium crust",238.56,9.97,8.44,30.68
"Pizza, cheese, with fruit, thick crust",245.01,9.58,9.29,30.77
"Pizza with pepperoni, from frozen, thin crust",273.47,12.25,12.71,27.52
"Pizza with pepperoni, from frozen, medium crust",270.86,12.43,11.38,29.68
"Pizza with pepperoni, from frozen, thick crust",268.17,12.6,10.05,31.83
"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",282.07,11.74,11.91,31.98
"Pizza with pepperoni, from restaurant or fast food, thin crust",330.53,14.01,17.61,29.0
"Pizza with pepperoni, from restaurant or fast food,  medium crust",282.07,11.74,11.91,31.98
"Pizza with pepperoni, from restaurant or fast food, thick crust",286.53999999999996,11.49,12.58,31.84
"Pizza with pepperoni, stuffed crust",295.53,12.92,15.01,27.19
"Pizza with pepperoni, from school lunch, thin crust",253.65999999999997,12.78,8.62,31.24
"Pizza, with pepperoni, from school lunch, medium crust",256.3,13.56,9.22,29.77
"Pizza with pepperoni, from school lunch, thick crust",258.98,14.35,9.82,28.3
"Pizza with meat other than pepperoni, from frozen, thin crust",266.18,12.34,12.1,26.98
"Pizza with meat other than pepperoni, from frozen, medium crust",264.64,12.5,10.88,29.18
"Pizza with meat other than pepperoni, from frozen, thick crust",262.97,12.66,9.65,31.37
"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",279.63,11.5,12.35,30.62
"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",320.83000000000004,13.36,17.71,27.0
"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",279.63,11.5,12.35,30.62
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",282.14,11.06,12.94,30.36
"Pizza, with meat other than pepperoni, stuffed crust",277.81,12.81,13.05,27.28
"Pizza, with meat other than pepperoni, from school lunch, medium crust",253.45,12.94,8.45,31.41
"Pizza, with meat other than pepperoni, from school lunch, thin crust",249.95000000000002,12.63,7.83,32.24
"Pizza, with meat other than pepperoni, from school lunch, thick crust",256.99,13.26,9.07,30.58
"Pizza with extra meat, thin crust",301.79,15.77,16.43,22.71
"Pizza with extra meat, medium crust",273.48,13.85,12.4,26.62
"Pizza with extra meat, thick crust",277.06,13.33,13.02,26.64
"Pizza with meat and vegetables, from frozen, thin crust",275.55,11.28,14.43,25.14
"Pizza with meat and vegetables, from frozen, medium crust",275.55,11.28,14.43,25.14
"Pizza with meat and vegetables, from frozen, thick crust",271.39,12.63,11.75,28.78
"Pizza with meat and vegetables, from restaurant or fast food, thin crust",268.77,12.66,13.13,24.99
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",243.7,11.02,10.9,25.38
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",258.96999999999997,10.94,10.53,30.11
"Pizza with extra meat and extra vegetables, thin crust",246.53,12.42,12.01,22.19
"Pizza with extra meat and extra vegetables, thick crust",239.17000000000002,10.98,9.97,26.38
"Pizza with extra meat and extra vegetables, medium crust",233.09,11.43,9.29,25.94
"Pizza with meat and fruit, thin crust",252.67,11.98,11.51,25.29
"Pizza with meat and fruit, medium crust",233.58,10.98,8.58,28.11
"Pizza with meat and fruit, thick crust",244.32999999999998,10.58,9.53,29.06
"Pizza with beans and vegetables, thin crust",228.2,10.27,9.48,25.45
